mal être
probable démence comorbide
intolérance médicamenteuse
difficultés relationnelles
réajustement thérapeutique
largactil solution buvable
thématique hypochondriaque
symptomatologie suicidaire
troubles cardiovasculaires
infiltration athéromateuse
anomalies comportementales
préoccupations anorexiques
risperdal solution buvable
épaississements scissuraux
réévaluation symptomatique
charge psychothérapeutique
forte composante somatique
antécédents psychiatriques
probable épisode dépressif
léger émoussement affectif
ostéochondrose disséquante
retentissement fonctionnel
consultations irrégulières
dysfonctionnement cérébral
insuffisance surrénalienne
premier syndrome dépressif
dépressions réactionnelles
légère insuffisance rénale
amélioration spectaculaire
processus neurodégénératif
hyperactivité concomitante
réorganisation progressive
hémodynamique périphérique
extrasystole ventriculaire
hospitalisation provisoire
consommation occasionnelle
première sortie prématurée
amélioration symptomatique
caractéristiques endogènes
développement informatique
hypoprotidémie transitoire
acides aminés plasmatiques
amélioration significative
interrogations hermétiques
légère surcharge pondérale
décompensations délirantes
réunion pluridisciplinaire
symptomatologie dépressive
palpitations paroxystiques
autres plaintes somatiques
réelle velléité suicidaire
autres épisodes dépressifs
consommations anxiolytique
exploration complémentaire
développement psychomoteur
amélioration satisfaisante
difficultés existentielles
difficultés articulatoires
kinésithérapie quotidienne
possible trouble bipolaire
appendicectomie compliquée
première bouffée délirante
symptomatologie évocatrice
réevaluation thérapeutique
consommations quotidiennes
recrudescence persécutoire
micro adénome hypophysaire
possible épisode dépressif
antécédents sociopathiques
hospitalisation antérieure
modification thérapeutique
ajustements thérapeutiques
neurologue maison médicale
mauvaise tolérance cutanée
fausses couches spontanées
mauvaise entente conjugale
traitement pharmacologique
certaine agitation motrice
reconnaissance identitaire
réévaluation thérapeutique
investigation diagnostique
asymétrie développementale
rationalisations multiples
aérateurs transtympaniques
consultation odontologique
hyperthyroïdie transitoire
traitement antipsychotique
laboratoire pharmaceutique
inactivité professionnelle
décompensation asthmatique
tdm thoracoabdominopelvien
capacités professionnelles
vasoconstriction cérébrale
hypertrophie ventriculaire
faible élaboration mentale
caractère hypermétabolique
caractéristiques anxieuses
oculomotricité intrinsèque
incurabilité envahissantes
perception hallucinatoires
réorientation préparatrice
sentiments contradictoires
accélération psychomotrice
dénervation dopaminergique
inobservance thérapeutique
difficultés psychologiques
importante tension interne
manifestations dépressives
traitement thymorégulateur
nouveau traitement sédatif
échéances professionnelles
certaine labilité thymique
ganglions rétropéritonéaux
strangulation accidentelle
1er traitement psychotrope
recontrôle bilan hépatique
désinvestissement scolaire
consultation hématologique
petits emplois temporaires
préoccupations financières
1ère hospitalisation brève
examen tomodensitométrique
association urgences jeune
réactions comportementales
difficultés psychiatriques
explorations neurologiques
préoccupations corporelles
couverture antiépileptique
légère instabilité motrice
consolidation hebdomadaire
autonomisation progressive
consultation psychiatrique
certaine froideur affective
bithérapies antidépressives
céruléoplasmine plasmatique
problématiques narcissiques
probable bipolarité type ii
sérologie syphilis négative
probable automatisme mental
polynucléaires eosinophiles
antécédent cardiovasculaire
probable traumatisme sexuel
instabilité comportementale
symptomatologie psychotique
mauvais contrôle pulsionnel
injections intramusculaires
dosages infrathérapeutiques
adaptations médicamenteuses
grande immaturité affective
symptomatologie catatonique
épanchement intrapéritonéal
hyperexcitabilité corticale
hospitalisations précédents
traitement antihypertenseur
ralentissement psychomoteur
instabilité professionnelle
stratégies comportementales
spondylarthrite ankylosante
psychiatre psychothérapeute
décompensation respiratoire
symptomatologie douloureuse
stimulation transcrannienne
immunoglobuline monoclonale
décompensation dissociative
préoccupations persécutives
ancienne assistante sociale
réadapatation thérapeutique
éventuel sevrage alcoolique
notion traitement antérieur
obsessions hypochondriaques
mois recrudescence anxieuse
hypométabolisme périsylvien
comorbidités psychiatriques
allocation adulte handicapé
nombreux effets secondaires
tomodensitométrie cérébrale
nouvel appareillage auditif
relative atrophie corticale
mauvaise tolérance sexuelle
bonne réponse psychiatrique
bonne présentation générale
recrudescence symptomatique
relative stabilité thymique
léger ralentissement moteur
quatrième épisode dépressif
désorientation paroxystique
relations interpersonnelles
traitement anticonvulsivant
discordance comportementale
courte restriction hydrique
acquisitions psychomotrices
traitements antidépresseurs
nouvelles idées suicidaires
réactions disproportionnées
kinésithérapie respiratoire
polynucléaires neutrophiles
mêmes conduites alcooliques
troisième épisode dépressif
père ingénieur informatique
premier épisode psychotique
consultation dermatologique
fonctionnement satisfaisant
dissociation idéo affective
hypertriglycéridémie sévère
complications neurologiques
conduite polytoxicomaniaque
imprégnation médicamenteuse
consultations hebdomadaires
dérivations suprasylviennes
franche idéation suicidaire
productions hallucinatoires
caractéristique psychotique
autres symptômes dépressifs
probable kyste arachnoïdien
comportements inconséquents
nette amélioration clinique
symptomatologie déficitaire
dimension dysmorphophobique
dissociation intellectuelle
gros troubles attentionnels
bithérapie thymorégulatrice
psychothérapie individuelle
probable étiologie thymique
hyperesthésie relationnelle
complications orthopédiques
symptomatologie articulaire
porphyrines érythrocytaires
hyperparathyroïdie primaire
antécédents addictologiques
injonctions hallucinatoires
caractérisation génotypique
hétéro agressivité physique
préoccupations accaparantes
numération formule sanguine
difficultés attentionnelles
affection neurodégénérative
hospitalisations successive
hallucination cénésthésique
pneumopathie interstitielle
mauvais résultats scolaires
total symptomatologie mixte
bonnes relations familiales
rdv scintigraphie cérébrale
réinsertion professionnelle
micronodules parenchymateux
haut fonctionnaire japonais
nouvelle rechute dépressive
intoxication médicamenteuse
désocialisation progressive
symptomatologie persistante
condensation parenchymateux
apprentissages fondamentaux
symptomatologie inquiétante
schizophrénie hébéphrénique
hospitalisation temps plein
leucopathie microvasculaire
monothérapie antidépressive
ans ingénieur informaticien
pathologie cardiovasculaire
poursuite suivi ambulatoire
hospitalisations fréquentes
premier suivi psychiatrique
discrète atrophie corticale
mauvaise qualité persistant
rationalisations fréquentes
fibroscopie gastroduodénale
hypothyroïdie infraclinique
niveau terminale économique
cancérophobie réactionnelle
personnalité obsessionnelle
fonctionnement psychomoteur
probable hérédité familiale
bon fonctionnement exécutif
désorganisation progressive
mère conseillère principale
mère directrice commerciale
hypotensions orthostatiques
prescription médicamenteuse
mauvaise tolérance clinique
décompensation hypomaniaque
hyperactivité psychomotrice
père ingénieur électronique
concentrations plasmatiques
nouvel épisode hypomaniaque
ruminations anxiodépressives
fluctuations attentionnelles
hallucination intrapsychique
bonnes ressources cognitives
participations insuffisantes
thérapeutique médicamenteuse
hallucination cénesthésiques
discrète hypokinésie globale
préparation agent commercial
petit anévrysme hypophysaire
extrasystoles ventriculaires
petit schwanome vestibulaire
reconversion professionnelle
modifications thérapeutiques
envahissement hallucinatoire
trithérapie thymorégulatrice
traitements pharmacologiques
anitdépresseurs tricycliques
forte participation anxieuse
minime hypersignal spontanée
hyper excitabilité cardiaque
symptomatologie dissociative
préoccupations métaphysiques
expériences professionnelles
symptomatologie préoccupante
répercussion professionnelle
personnalité type dépendante
nouveau départ professionnel
nombreuses relations sociale
nombreuses demandes sociales
désorganisation conceptuelle
dépersonnalisation chronique
deuxième épisode psychotique
possible processus démentiel
possible personnalité limite
symptomatologie hypomaniaque
recrudescence anxiodélirante
autres éléments dissociatifs
calcifications coronariennes
recrudescence hallucinatoire
recruscences hallucinatoires
troisième rechute dépressive
difficultés professionnelles
accompagnement thérapeutique
symptomes psychodysleptiques
légère labilité émotionnelle
antidépresseurs tricycliques
questionnements existentiels
accompagnement psychologique
pathologie neurodégénérative
traitements thymorégulateurs
hospitalisation séquentielle
réalcoolisations ponctuelles
net changement symptomatique
nouveau relais thérapeutique
autre élément hallucinatoire
contraintes professionnelles
hypercholestérolémie modérée
hallucinations cénéstésiques
symptomatologie concomitante
traitement prodopaminergique
préoccupation monothématique
mauvaise tolérance cognitive
symptomatologie confusionnel
bonne alliance thérapeutique
probable réaction paradoxale
thérapeutique antidépressive
traitement retard injectable
chimiothérapie neuroleptique
schizophrénie indifférenciée
autre substance psychoactive
nette accélération psychique
radiographie rachis cervical
traitements antipsychotiques
antibiothérapie probabiliste
consommations occasionnelles
substances psychostimulantes
réhabilitation psychosociale
meilleure harmonie familiale
nombreuses sorties nocturnes
allocation adulte handicapée
retentissement professionnel
hospitalisations précédentes
probable voyage pathologique
ancienne secrétaire médicale
nombreux épisodes dépressifs
probable processus démentiel
probable personnalité limite
nombreux symptômes physiques
symptomatologie émotionnelle
décompensations psychotiques
établissement institutionnel
bon intervalle intercritique
résinsertion professionnelle
manifestation hallucinatoire
probable trouble psychotique
hyperactivité intellectuelle
franc fléchissement thymique
possible trouble psychotique
endobrachyoesophage débutant
père chirurgien orthopédique
commentaire folates sériques
désinsertion professionnelle
personnalité dysfonctionelle
symptomatologie neurologique
bon fonctionnement psychique
cardiomyopathie hypertensive
bizarreries comportementales
nombreuses dépenses récentes
hallucinations cénéthésiques
cicatrice infection ancienne
consultations psychiatriques
discret éléments atrophiques
personnalité type borderline
symptomatologie mélancolique
hospitalisations antérieures
hospitalisations récurrentes
détérioration intellectuelle
bonne stabilisation clinique
réinstauration thérapeutique
grande labilité émotionnelle
fonctionnement professionnel
trouble neurodeveloppemental
propriétés thymorégulatrices
personnalité anxiodépendante
trouble neurodéveloppemental
hyperréactivité émotionnelle
présentation hyperexpressive
hyperparathyroïdie iatrogène
premier épisode hypomaniaque
confusion dorigine iatrogène
probables épisodes maniaques
pathologies cardiovasculaires
autres anomalies susceptibles
symptomatologie fonctionnelle
probable épisode hypomaniaque
deshinibition comportementale
prochaine année universitaire
hémorragie intraventriculaire
electroencéphalogramme normal
recrudescence anxiodépressive
consommation pluriquotidienne
consommations addictologiques
recrudescence anxio délirante
perfectionnement linguistique
caractéristiques psychotiques
intoxications médicamenteuses
symptomatologie détériorative
2ème dépression réactionnelle
bonne tolérance thérapeutique
difficultés interactionnelles
symptomatologie psychiatrique
ancienne secrétaire comptable
probable schizophrénie pseudo
possibles épisodes dépressifs
légère indifférence affective
hallucinations cénesthésiques
antécédents cardiovasculaires
difficultés environnementales
bonne adhérence thérapeutique
desméthylclozapinémie normale
autres toxiques occasionnelle
probable épisode confusionnel
traitements chimiothérapiques
rares anomalies paroxystiques
bonne tolérance hémodynamique
hallucinations hypnopompiques
hyperprolactinémie secondaire
hyperexcitabilité attribuable
monothérapie thymorégulatrice
forte participation affective
propriétés anticholinergiques
mari gynécologue obstétricien
hyperparathyroïdie secondaire
probable lésion eczématiforme
multiples plaintes somatiques
meilleure intégration sociale
décompensations hypomaniaques
troisième épisode psychotique
évaluation neuropsychologique
différents conflits familiaux
importants troubles mnésiques
formation professionnalisante
décompensations dissociatives
neutropénie constitutionnelle
manifestations symptomatiques
nombreuses plaintes physiques
silhouette cardiomédiastinale
légère recrudescence anxieuse
certaine excitation psychique
forte doses pluriquotidiennes
hospitalisations séquentielle
décompensation anxiodélirante
importante cytolyse hépatique
hallucination intrapsychiques
discordances comportementales
hospitalisations innombrables
symptomatologie hyperthymique
desinhibition comportementale
réticulations intralobulaires
séquelles neuropsychologiques
mère infirmière puéricultrice
surveillance nfs hebdomadaire
rééquilibration thérapeutique
radiographies rachis lombaire
unité hospitalo universitaire
petite hépatomégalie homogène
evaluation neuropsychologique
personnalité dysfonctionnelle
forte surcharge artéfactielle
manifestations psychiatriques
désinhibition comportementale
ré habilitation psychosociale
propre environnement familial
probable syndrome confusionnel
encéphalopathie médicamenteuse
multiples rechutes dépressives
désorientation temporospatiale
hospitalisations séquentielles
discret hypométabolisme mésial
autre mécanisme hallucinatoire
résultats anatomopathologiques
nombreuses cativités physiques
multiples appels téléphoniques
probable tempérament dépressif
nouveau fléchissement thymique
niveau bep agent administratif
bu leucocyturie asymptomatique
nouveau contexte professionnel
légères fluctuations thymiques
thérapeutique thymorégulatrice
recrudescences hallucinatoires
excellente fonction systolique
1ère consultation alcoologique
cardiomyopathie hypertrophique
graves difficultés financières
première hospitalisation libre
meilleure prise médicamenteuse
hypercholestérolémie familiale
probables traits histrioniques
probable personnalité phobique
psychiatrie centre hospitalier
gérontopsychiatrie ambulatoire
hallucinations intrapsychiques
préoccupations hypocondriaques
broncho pneumopathie chronique
caractéristiques dissociatives
franche désorientation temporo
pneumologue groupe hospitalier
symptomatologie confusionnelle
importante charge émotionnelle
traitement chimiothérapeutique
thérapeutiques médicamenteuses
dernière relation sentimentale
thérapeutiques antidépréssives
polytoxicomanie médicamenteuse
nombreuses plaintes somatiques
ancienne directrice artistique
contre indication anesthésique
nouvelle rupture thérapeutique
symptomatologie subexcitatoire
bonne amélioration transitoire
manifestations hallucinatoires
schizophrénie héboïdophrénique
possibles violences conjugales
désorganisation intellectuelle
surconsommation médicamenteuse
probable rupture thérapeutique
discrète amélioration thymique
possibles phases hypomaniaques
probable insuffisance veineuse
diagnostic anatomopathologique
bonne observance thérapeutique
symptomatologie obsessionnelle
bonne compliance thérapeutique
moindre ralentissement idéique
décompensation schizophrénique
réelle participation affective
autre antécédent psychiatrique
différents facteurs stressants
symptomatologie hallucinatoire
discrets mouvements choréiques
caractéristiques mélancoliques
brève décompensation délirante
préoccupations obsessionnelles
symptomatologie schizophrénique
autres substances psychoactives
expertise psychopharmacologique
possibles alcoolisations aigues
glomérulonéphrite proliférative
légère dyslipidémie prédominant
antidépresseur sérotoninergique
probables saignements digestifs
autres complications néonatales
même symptomatologie dépressive
certaine désinhibition sexuelle
mère responsable administrative
multiples essais thérapeutiques
premières rencontres amoureuses
nombreuses rechutes dépressives
programmation neurolinguistique
leucodystrophie métachromatique
possibles difficultés mnésiques
rares hallucinations accoustico
légère excitation psychomotrice
discret syndrome extrapyramidal
persévérations comportementales
minime épanchement péricardique
hyper parathyroïdie congénitale
bonne observance médicamenteuse
possible personnalité schizoïde
forte potentialité épileptogène
grande excitation psychomotrice
ancienne comptable mécanographe
symptomatologie anxiodépressive
hospitalisations psychiatriques
désorganisation comportementale
nombreuses substances illicites
probable fluctuations thymiques
désinvestissement professionnel
1ère consultation psychiatrique
préoccupations hypochondriaques
multiples tassements vertébraux
rationnalisations pathologiques
mauvaise tolérance neurologique
probable pyélonéphrite subaiguë
probable schizophrénie débutante
grande désorganisation psychique
nombreuses cellules épithéliales
hallucinations acousticoverbales
multiples paralysies musculaires
ancienne fonctionnaire diplomate
allocation solidarité spécifique
bon fonctionnement professionnel
explorations neuropsychologiques
multiples ivresses pathologiques
nouvelle recrudescence délirante
volumineuse construction osseuse
léger dysfonctionnement exécutif
probables difficultés cognitives
pseudo polyarthrite rhizomélique
nette amélioration symptomatique
nombreuses ruminations anxieuses
semaines recrudescence délirante
dernier traitement neuroleptique
autre modification thérapeutique
symptomatologie anxio dépressive
probable schizophrénie paranoïde
meilleur stabilité psychomotrice
encephalopathie lithium probable
intégration groupe motivationnel
véritable participation thymique
ancienne conseillère pédagogique
probable trouble schizophrénique
probable personnalité borderline
fonction surveillance glycémique
caractéristiques obsessionnelles
certaine agitation psychomotrice
autres modalités hallucinatoires
mauvaise observance thérapeutique
nouvelle décompensation délirante
antidépresseurs sérotoninergiques
mauvaise tolérance médicamenteuse
grand ralentissement psychomoteur
episode type mélancolie délirante
importante recrudescence anxieuse
nombreuses crises tonicocloniques
nombreuses rechutes mélancoliques
récupération capacités hédoniques
différentes lignes thérapeutiques
premier traitement antidépresseur
contrôle lithiémie érythrocytaire
léger ralentissement psychomoteur
intense retentissement émotionnel
antecedents medicaux chirurgicaux
ancienne infirmière psychiatrique
désinsertion socioprofessionnelle
bonne orientation temporospatiale
domicile installation progressive
autres antécédents psychiatriques
franc ralentissement psychomoteur
minimes remaniements arthrosiques
schizophrénie type indifférenciée
intervention chirurgie esthétique
mauvaise compliance thérapeutique
dernière activité professionnelle
échec ajustement chimiothérapique
ans ingénieur énergie renouvelable
nombreux traitements médicamenteux
1ère hospitalisation psychiatrique
mauvaise tolérance extrapyramidale
schizophrénie pseudopsychopathique
petites calcifications artérielles
mauvaise observance médicamenteuse
éventuelle détérioration cognitive
diagnostic schizophrénie paranoïde
probable personnalité pathologique
bon rapports visites hebdomadaires
meilleure observance thérapeutique
importantes fluctuations thymiques
7ème hospitalisation psychiatrique
première décompensation dépressive
probables éléments hallucinatoires
crises convulsions hyperthermiques
suspicion maladie neurodégénérative
discrète accélération psychomotrice
commentaire folates érythrocytaires
certaine accélération psychomotrice
probable dystrophie fibromusculaire
multiples formations ganglionnaires
schizophrénie hébéphrénocatatonique
différentes explorations somatiques
probable micro adénome hypophysaire
photocopie cr échographie cardiaque
discret ralentissement psychomoteur
bronchodilitateur anticholinergique
psychothérapeute comportementaliste
multiples préoccupations somatiques
particulier consommation quotidienne
reconnaissance travailleur handicapé
différents suivis pédopsychiatriques
contrôle nfs plaquettes hebdomadaire
probable personnalité obsessionnelle
multiples activités professionnelles
différentes problématiques actuelles
différentes modalités thérapeutiques
nombreuses démarches administratives
différentes séquences thérapeutiques
discrète hypoperfusion mésiofrontale
probable schizophrénie indifférenciée
nouvelle hospitalisation séquentielle
différents traitements neuroleptiques
multiples explorations fibroscopiques
nouvelle hospitalisation superposable
premières manifestations psychotiques
probable fonctionnement hyperthymique
éventuelle processus neurodégénératif
important ralentissement psychomoteur
nombreux traitements antipsychotiques
différents changements thérapeutiques
nombreuses recrudescences dépressives
multiples traitements antédépresseurs
deuxième micronodule hypermétabolique
multiples traitements pharmacologiques
multiples consultations psychiatriques
nombreuses interventions chirurgicales
prochaine hospitalisation séquentielle
dernière hospitalisation psychiatrique
nouvelle décompensation anxiodépressive
différents traitements thymorégulateurs
intense désorganisation comportementale
éventuelle reconversion professionnelle
surveillance nfs plaquettes hebdomadaire
multiples hospitalisations séquentielles
persistance symptomatologie dissociative
brutales décompensations hallucinatoires
traitements antidépresseurs médicamenteux
probable mauvaise observance thérapeutique
autre anomalie signal intraparenchymateuse
poursuite surveillance nodules thyroidiens
ancien responsable finances internationales
mauvaise tolérance électroencéphalographiques
médecin conseil assurance maladie service médical
trouble bipolaire de type I
épisode de type dépressif
intoxication au cannabis
plus marquée




